Unnamed: 0,Country,Producer,System Designation ,SizeClass,Remarks ,OperationalRole,Airframe,TailConfig,WingForm,WingConfig,BodyConfig,EngineType,LaunchMethod,Mission,MaxSpeed_kmh,CruiseSpeed_kmh,Endurance_h,Range_km,ActualRange_km,MTOW_kg,PayloadEnduranceProduct_kgh,Payload_kg,AnchorPayload_kg,Ceiling_km,EngPower_hp,Wingspan_m,Length_m,Height_m,sources,Unnamed: 30,EnduranceFlag,PayloadFraction,PowerLoading_hp_per_kg,MissionTags,IsConfigVariant,PayloadEnduranceProduct_kgh_derived,HasAnchorPayload,SizeClassStd,DerivedRange_km,RangeKind,BestRange_km,StallSpeed_kmh,Airfoil,AspectRatio_NTNU,Chord_est_m_NTNU,PropDiameter_m,NTNU_ref
679.0,Russian Fed .,"Lutch Design Bureau, OKB Luch",Tipchak M,SR,,M,FW,boom,T,L,Tboom,P,RATO,ISR,200.0,,2.0,40.0,,60.0,28.0,14.0,,,13.0,3.4,2.4,,,,normal,0.2333333333333333,0.2166666666666667,ISR,False,28.0,False,Small,,derived_max_datalink_likely,260.0,,,,,,
237.0,Colombia,National Aerospace University of Bogota,Andean Condor,CR,,CC,FW,H-boom,T,H,Tboom,P,CTOL,ISR,140.0,,4.0,,,25.0,20.0,5.0,,,7.5,5.1,2.5,,,,normal,0.2,0.3,ISR,False,20.0,False,Small,,derived_max_estimated,364.0,,,,,,
384.0,Indonesia,Lapan (National Institute of Aeronautics &Space ),LSU -03 NG,Mini,,DP,FW,boom,R,H,Tboom,P,CTOL,ISR,150.0,100.0,6.0,,,48.0,144.0,24.0,,,,3.5,2.5,,wiki,,normal,0.5,,ISR,False,144.0,False,Small,600.0,derived_cruise,600.0,,,,,,
341.0,Greece,Altus LSA,Ouranos ,MR,Petrol ,DP,FW,inv-V,T,H,Tboom,P,CTOL,ISR,110.0,,10.0,100.0,,24.0,100.0,10.0,,,,3.3,,,,,normal,0.4166666666666667,,ISR,False,100.0,False,Small,,derived_max_datalink_likely,715.0,,,,,,
503.0,Italy,Ingegneria Dei Sistemi (Leonardo ),IA -17 ,SR,gasoline eng,CC,FW,tail-less,swept,,FW,P,Catapult,ISR,160.0,,5.0,80.0,,25.0,12.5,2.5,,4.5,,2.8,1.27,0.215,,,normal,0.1,,ISR,False,12.5,False,Small,,derived_max_datalink_likely,520.0,,,,,,NTNU:IDS IA-17
1131.0,USA,Insitu (acquired by Boeing in 2008),Insight ,LALE,,DP,FW,,,,WT,P,Catapult,ISR,139.0,89.0,6.0,100.0,,22.0,20.4,3.4,,,,3.1,2.0,,,,normal,0.1545454545454545,,ISR,False,20.4,False,Small,534.0,derived_cruise_datalink_likely,534.0,,,,,,
516.0,Jordan,Jordan Aerospace Industries (JAI ),Falcon ,SR,,M,FW,inv-V,R,H,Tboom,P,,ISR,180.0,120.0,4.0,40.0,,60.0,24.0,6.0,,,,,,,,,normal,0.1,,ISR,False,24.0,False,Small,480.0,derived_cruise_datalink_likely,480.0,,,,,,
571.0,Pakistan,Global Industrial &Defence Solutions,Uqab NG,MR,,M,FW,boom,T,H,Tboom,P,Catapult,ISR,,,8.0,150.0,,100.0,,,,,,6.2,,,,,normal,,,ISR,False,,False,Small,,range_only_low_conf,150.0,,,,,,
148.0,China (PR ),CASIC (China Aerospace Science and Industry Corporation ),SH-3,CR,Gasoline,M,FW,inv-V,T,H,Tboom,P,Catapult,ISR,,100.0,16.0,50.0,,22.0,32.0,2.0,,,,3.5,2.1,,,,normal,0.0909090909090909,,ISR,False,32.0,False,Small,1600.0,derived_cruise_datalink_likely,1600.0,,,,,,
484.0,Israel,UAS Technologies,UAS20 ,CR,eng 3W-28i (fuel+pay load = 12),M,FW,V,R,H,WT,P,CTOL,ISR,133.0,,24.0,100.0,,25.0,,,,3.5,3.0,4.1,1.6,,company website,,normal,,0.12,ISR,False,,False,Small,,derived_max_datalink_likely,2074.8,,,,,,
575.0,Pakistan,Integrated Dynamics,Hornet Mk 5,SR,"Petrol ,Taxing ,Parachute ",M,FW,C,T,M,WT,P,CTOL,ISR,240.0,,5.0,80.0,,50.0,50.0,10.0,,,22.0,3.87,2.95,0.89,datasheet,,normal,0.2,0.44,ISR,False,50.0,False,Small,,derived_max_datalink_likely,780.0,,,,,,
795.0,South Korea,Korean Air -Aerospace Division (KAL -ASD ),KUS -7,CR,,M,FW,,,,,P,CTOL,ISR,150.0,,2.5,45.0,,70.0,17.5,7.0,,,,,,,,,normal,0.1,,ISR,False,17.5,False,Small,,derived_max_datalink_likely,243.75,,,,,,
638.0,Portugal,Portuguese Air Force Academy,Antex -M X03 ,MRE,,RA,FW,boom,R,H,Tboom,P,CTOL,ISR,130.0,,0.3,,,100.0,1.2,30.0,4.0,,,6.0,,,paper,,normal,0.3,,ISR,True,9.0,True,Small,,derived_max_estimated,25.35,,,,,,
1136.0,USA,Insitu (acquired by Boeing in 2008),ScanEagle HFE eo or ir,LALE,Heavy fuel (JP -5/JP -8),DP,FW,,,,WT,P,Catapult,ISR,148.0,111.0,23.0,100.0,,22.0,78.2,3.4,3.4,,,3.1,1.55,,,,normal,0.1545454545454545,,ISR,False,78.2,True,Small,2553.0,derived_cruise_datalink_likely,2553.0,,,,,,
707.0,Russian Fed .,Yakovlev,Pchela -1T,SR,,M,FW,inv-V,R,H,WT,P,RATO,ISR,180.0,,2.0,50.0,,138.0,140.0,70.0,,,32.0,3.3,2.8,1.12,,,normal,0.5072463768115942,0.2318840579710145,ISR,False,140.0,False,Small,,derived_max_datalink_likely,234.0,,,,,,
1259.0,USA,Textron Systems,Aerosonde Mk. 4.8 Fixed Wing,MR,Heavy fuel piston engine (JP-8 compatible).,M,FW,,,,Tboom,P,Catapult,ISR,,130.0,17.2,140.0,,54.4,304.44,17.7,,,,4.4,,,,,normal,0.3253676470588235,,ISR,False,304.44,False,Small,2236.0,derived_cruise_datalink_likely,2236.0,,,,,,
16.0,Argentina,Nostromo Defensa,Yarara W ,SR,Petrol or Heavy Fuel ,M,FW,T,T,H,WT,P,CTOL,ISR,145.0,115.0,6.0,50.0,,35.0,54.0,9.0,,4.0,8.0,3.98,2.48,3.98,,,normal,0.2571428571428571,0.2285714285714286,ISR,False,54.0,False,Small,690.0,derived_cruise_datalink_likely,690.0,63.0,,,,,NTNU:Nostromo Yarara W
383.0,Indonesia,Lapan (National Institute of Aeronautics &Space ),LSU -03 ,Mini,,DP,FW,boom,R,H,Tboom,P,CTOL,ISR,150.0,100.0,5.0,340.0,,24.0,50.0,10.0,,,,,,,,,normal,0.4166666666666667,,ISR,False,50.0,False,Small,500.0,derived_cruise_agrees,420.0,,,,,,
1232.0,USA,Raytheon (ex Sensintel ;ex BAE Systems :ex Advanced Ceramics Research ),Manta Block B4 ,SR,,M,FW,,,,Tboom,P,Catapult,ISR,139.0,,8.0,37.0,,27.7,54.4,6.8,,,,3.05,,,,,normal,0.2454873646209386,,ISR,False,54.4,False,Small,,derived_max_datalink_likely,722.8000000000001,,,,,,
88.0,China (PR ),Aviation Industry Corporation of China (AVIC ),Nighthawk ,SR,,M,FW,V,T,H,Tboom,P,RATO,ISR,170.0,,3.0,110.0,,90.0,60.0,20.0,,,,,,,,,normal,0.2222222222222222,,ISR,False,60.0,False,Small,,derived_max_or_range,331.5,,,,,,
2.0,Algeria,Centre de Recherche en Technologies Industrielles (CRTI ),AMEL 1-480,CR,,DP,FW,boom,R,H,Tboom,P,CTOL,ISR,,,,,,68.4,,20.0,,,18.0,4.8,,,,,normal,0.2923976608187134,0.2631578947368421,ISR,False,,False,Small,,none,,,,,,,
990.0,Ukraine,UkrJet,UJ-22,CR,Piston (2-stroke gasoline engine),M,FW,,,,,P,CTOL,ISR,160.0,120.0,7.0,100.0,,85.0,140.0,20.0,,,,4.6,3.3,,,,normal,0.2352941176470588,,ISR,False,140.0,False,Small,840.0,derived_cruise_datalink_likely,840.0,,,,,,
100.0,China (PR ),Beijing Sagetown Technologies,CL -4,CR,Petrol ,DP,FW,boom,T,H,Tboom,P,CTOL,ISR,,120.0,7.0,820.0,820.0,85.0,140.0,20.0,,,,4.62,3.4,1.12,,,normal,0.2352941176470588,,ISR,False,140.0,False,Small,840.0,actual,820.0,,,,,,
839.0,Spain,"Thales Espana (airframe :Fulmar Wake Engineering (ex Acrovision ),Spain )",Fulmar X ,MR,,DP,FW,,,,,P,Catapult,ISR,150.0,100.0,6.0,800.0,800.0,20.0,24.0,4.0,,3.0,,3.0,1.2,0.5,,,normal,0.2,,ISR,False,24.0,False,Small,600.0,actual,800.0,,,,,,NTNU:Thales Fulmar X
943.0,UK,Ocean Aircraft (ex Warrior (Aero -Marine )),Gull 44,MR,Seaplane ,DV,FW,,,,,P,CTOL,ISR,170.0,,,,,93.0,,34.0,,,,,,,,,normal,0.3655913978494624,,ISR,False,,False,Small,,none,,,,,,,
667.0,Russian Fed .,Geoscan,Geoscan 701,Mini,"Cat .launched,Four-stroke petrol ICE",CC,FW,C,T,H,WT,P,Catapult,ISR,120.0,80.0,10.0,1000.0,1000.0,22.0,35.0,3.5,,4.5,3.75,3.3,,,datasheet,,normal,0.1590909090909091,0.1704545454545454,ISR,False,35.0,False,Small,800.0,actual,1000.0,,,,,,
754.0,Singapore,ST Aerospace (ST Engineering ),Skyblade IV,CR,,DV,FW,V,R,H,WT,P,Catapult,ISR,148.0,92.0,6.0,100.0,,70.0,72.0,12.0,,,,3.7,2.4,,,,normal,0.1714285714285714,,ISR,False,72.0,False,Small,552.0,derived_cruise_datalink_likely,552.0,,,,,,
487.0,Israel,UAS Technologies,UAS120,SR,3W‑120i gasoline,M,FW,V,R,H,WT,P,CTOL,ISR,213.0,81.0,24.0,100.0,,123.0,,,,11.5,38.0,8.0,3.4,,company website,,normal,,0.3089430894308943,ISR,False,,False,Small,1944.0,derived_cruise_datalink_likely,1944.0,,,,,,
529.0,Latvia,"UAV Factory (acquired by AE Industrial Partners ,USA ,in 2021)",Penguin C -MIL Mk2 ,MRE,Petrol or C10 - Lnchd 28cc EFI module,M,FW,inv-V,e,H,Tboom,P,Catapult,ISR,115.0,90.0,25.5,100.0,,28.0,102.0,4.0,,,,3.3,,,datasheet,,normal,0.1428571428571428,,ISR,False,102.0,False,Small,2295.0,derived_cruise_datalink_likely,2295.0,,,,,,
82.0,Chile,RMS,Mantarrava ,SR,,M,FW,winglets,d,,FW,P,Catapult,ISR,240.0,,4.0,100.0,,60.0,20.0,5.0,,,,2.52,1.4,,,,normal,0.0833333333333333,,ISR,False,20.0,False,Small,,derived_max_datalink_likely,624.0,,,,,,
655.0,Romania,Inav Aviation Institute,Argus S ,CR,,DV,FW,C,R,L,WT,P,CTOL,ISR,150.0,,4.0,220.0,,24.0,20.0,5.0,,,,2.4,1.94,,paper,,normal,0.2083333333333333,,ISR,False,20.0,False,Small,,derived_max_or_range,390.0,,,,,,
1303.0,Ukraine,Skyeton,Raybird (long-wing),Small,"Long-wing variant of Raybird. Extends wingspan to 4.2 m, doubles payload capacity to 10 kg. EFI 4-stroke gasoline. Parachute recovery.",Long-endurance ISR,FW,H,T,H,Tboom,P,Catapult,ISR,,110.0,28.0,200.0,2500.0,23.0,280.0,10.0,,5.5,,4.2,,,,,normal,,,,False,,False,Small,3080.0,actual,2500.0,,,,,,
140.0,China (PR ),CASC -China Academy of Aerospace Electronics Technology (CAAET )(for SF Express ),FH-96,MR,"Catapult lunch, glide-skyhook",M,FW,boom,T,H,Tboom,P,Catapult,ISR,120.0,100.0,15.0,100.0,,35.0,,,,,,,,,,,normal,,,ISR,False,,False,Small,1500.0,derived_cruise_datalink_likely,1500.0,,,,,,
432.0,Israel,Aeronautics (acquired by Rafael in 2019),Orbiter 4,SR,"Cat .-Launched , vtol version exist",M,FW,tail-less,swept,canard,FW,P,Catapult,ISR,200.0,140.0,24.0,150.0,,55.0,288.0,12.0,,5.5,,5.2,1.2,,,,normal,0.2181818181818182,,ISR,False,288.0,False,Small,3360.0,derived_cruise_datalink_likely,3360.0,,,,,,
1140.0,USA,IntelliTech MicroSystems,Vector P ,MR,"Piston (60cc twin-cylinder, gasoline)",RA,FW,,,,Tboom,P,CTOL,ISR,185.0,,2.0,62.0,,34.0,9.0,4.5,,,,2.62,2.52,,,,normal,0.1323529411764706,,ISR,False,9.0,False,Small,,derived_max_datalink_likely,240.5,,,,,,
1044.0,USA,American Aerospace,RS -20,CR,,DP,FW,,,,WT,P,Catapult,ISR,167.0,,6.0,,,75.0,180.0,30.0,,,,5.26,,,,,normal,0.4,,ISR,False,180.0,False,Small,,derived_max_estimated,651.3,,,,,,
1139.0,USA,Insitu (acquired by Boeing in 2008),ScanEagle 3 civil ,LALE,Heavy fuel (JP -5/JP -8),DP,FW,,,,WT,P,Catapult,ISR,148.0,111.0,18.0,100.0,,36.3,163.8,9.1,,,,4.0,2.4,,,,normal,0.2506887052341598,,ISR,False,163.8,False,Small,1998.0,derived_cruise_datalink_likely,1998.0,,,,,,
315.0,Germany,EMT,Luna ,SR,"stroke engine, driving pusher propeller",M,FW,triple-tail,T,H,WT,P,Catapult,ISR,70.0,68.4,7.0,100.0,,40.0,21.0,3.0,,5.0,,4.17,2.36,,,,normal,0.075,,ISR,False,21.0,False,Small,,derived_max_or_range,318.5,,,,,,NTNU:EMT Luna
579.0,Pakistan,Integrated Dynamics,Shadow MK -I,MR,"Taxing ,Parachute ",M,FW,boom,T,H,Tboom,P,CTOL,ISR,208.0,,7.0,160.0,,100.0,175.0,25.0,,,22.0,5.2,2.95,0.89,datasheet,,normal,0.25,0.22,ISR,False,175.0,False,Small,,derived_max_datalink_likely,946.4,,,,,,
742.0,Serbia,Composite Technology Team,NT161 ,SR,"Based on NT150 ,Petrol ",DP,FW,H-boom,T,H,Tboom,P,CTOL,ISR,200.0,120.0,5.0,,,80.0,125.0,25.0,,3.5,20.0,5.5,3.5,1.0,company websit,,normal,0.3125,0.25,ISR,False,125.0,False,Small,600.0,derived_cruise,600.0,,,,,,
1205.0,USA,Northrop Grumman (developed by Swift Engineering acquired by Northrop),Bat ,MR,"(formerly Killer Bee )Petrol ,2-stroke, Catapult, up to 34kg payload",M,FW,,,,FW,P,Catapult,ISR,165.0,111.0,8.0,,,95.0,144.0,18.0,,,3.6,1.7,1.2,,,,normal,0.1894736842105263,0.0378947368421052,ISR,False,144.0,False,Small,888.0,derived_cruise,888.0,,,,,,
717.0,Russian Fed .,Zala Aero Group (Kalachnikov ),Zala 421-16E5IC engine ,MR,"Cat. Lnchd ,Para /airbag ",M,FW,tail-less,swept,,FW,P,Catapult,ISR,140.0,,10.0,100.0,,29.5,50.0,5.0,,,,1.62,,,,,normal,0.1694915254237288,,ISR,False,50.0,False,Small,,derived_max_datalink_likely,910.0,,,,,,
43.0,Belarus,558 Aircraft Repair Plant,GRIF-1,CR,,DP,FW,boom,T,H,Tboom,P,CTOL,ISR,165.0,120.0,8.0,100.0,,120.0,280.0,35.0,,,,4.8,3.5,,,,normal,0.2916666666666667,,ISR,False,280.0,False,Small,960.0,derived_cruise_datalink_likely,960.0,,,,,,
942.0,UK,Ocean Aircraft (ex Warrior (Aero -Marine )),Gull 36 UXV ,Mini,Seaplane ,DV,FW,,,,,P,CTOL,ISR,152.0,,12.0,,,70.0,,,,,,4.0,,,,,normal,,,ISR,False,,False,Small,,derived_max_estimated,1185.6,,,,,,
740.0,Serbia,Composite Technology Team,NT150 ,SR,Petrol ,DP,FW,H-boom,T,H,Tboom,P,CTOL,ISR,,,4.0,100.0,,85.0,120.0,30.0,,,20.0,4.4,3.3,,company websit,,normal,0.3529411764705883,0.2352941176470588,ISR,False,120.0,False,Small,,range_only_low_conf,100.0,,,,,,
686.0,Russian Fed .,Special Technology Center (STC ),Orlan -30,Mini,Cat .launched ,M,FW,C,T,H,WT,P,Catapult,ISR,150.0,90.0,8.0,,,40.0,48.0,6.0,,,,3.9,1.8,,,,normal,0.15,,ISR,False,48.0,False,Small,720.0,derived_cruise,720.0,,,,,,
29.0,Australia,Silvertone Electronics (Australian UAV Techno ),Flamingo Mk3,Mini,"Petrol (2-stroke ), Corvid 29 EFI, 2-stroke",CC,FW,T,T,H,WT,P,CTOL,ISR,160.0,90.0,12.0,,,25.0,90.0,7.5,,,2.4,4.0,2.9,0.55,,,normal,0.3,0.096,ISR,False,90.0,False,Small,1080.0,derived_cruise,1080.0,,,,,,
946.0,UK,UAVE (Ex MagSurvey ),Prion Mk3 ,Mini,"Petrol , 120cc 4-stroke petrol engine",CC,FW,,,,,P,CTOL,ISR,,80.0,12.0,150.0,,30.0,120.0,10.0,,,,3.8,3.0,,,,normal,0.3333333333333333,,ISR,False,120.0,False,Small,960.0,derived_cruise_datalink_likely,960.0,,,,,,
138.0,China (PR ),CASC -China Academy of Aerospace Electronics Technology (CAAET )(for SF Express ),FH-91,MRE,"rocket luncher, para recov",M,FW,boom,T,H,Tboom,P,RATO,ISR,180.0,135.0,5.0,200.0,,110.0,100.0,20.0,,,,6.4,3.7,1.3,,,normal,0.1818181818181818,,ISR,False,100.0,False,Small,675.0,derived_cruise_datalink_likely,675.0,,,,,,
982.0,Ukraine,UKRSPEC systems,PD-1,MR," Petrol , Piston (2-cylinder, 4-stroke)	",M,FW,,,,,P,CTOL,ISR,140.0,90.0,10.0,100.0,,40.0,100.0,10.0,,,,4.7,2.5,,,,normal,0.25,,ISR,False,100.0,False,Small,900.0,derived_cruise_datalink_likely,900.0,,,,,,
833.0,Spain,SCR- Sistemas de Control Remoto,Atlantic ,SR,9HP ,DP,FW,,,,,P,CTOL,ISR,170.0,120.0,8.0,100.0,,55.0,40.0,5.0,,,9.0,3.8,2.822,,,,normal,0.0909090909090909,0.1636363636363636,ISR,False,40.0,False,Small,960.0,derived_cruise_datalink_likely,960.0,,,,,,
557.0,Pakistan,Directorate General of Munitions Prod,HudHud 2,SR,,M,FW,H-boom,R,H,Tboom,P,CTOL,ISR,154.0,,3.5,80.0,,70.0,140.0,40.0,,,,,,,,,normal,0.5714285714285714,,ISR,False,140.0,False,Small,,derived_max_datalink_likely,350.35,,,,,,
601.0,Pakistan,Satuma Research,Mukhbar ,CR,2-Stroke (120cc),M,FW,boom,R,H,Tboom,P,CTOL,ISR,120.0,,1.5,50.0,,40.0,7.5,5.0,,2.0,,3.6,2.9,,,,normal,0.125,,ISR,False,7.5,False,Small,,derived_max_or_range,117.0,,,,,,
977.0,Ukraine,SpaiTech,Anser ,CR,"Cat -Lnchd ,Para -Recov .",DP,FW,,,,,P,Catapult,ISR,120.0,80.0,7.0,80.0,,23.0,,,,,,3.5,,,,,normal,,,ISR,False,,False,Small,560.0,derived_cruise_datalink_likely,560.0,,,,,,
14.0,Argentina,Mundo Compuesto Special Developments,MCOM -01,CR,,M,FW,H-boom,T,M,Tboom,P,CTOL,ISR,205.0,,5.0,80.0,,65.0,100.0,20.0,,,,,,,,,normal,0.3076923076923077,,ISR,False,100.0,False,Small,,derived_max_datalink_likely,666.25,,,,,,
774.0,South Africa,Paramount Advanced Technologies,Mwewe ,CR,,DP,FW,boom,R,H,Tboom,P,CTOL,ISR,,,4.0,40.0,,25.0,,,,,,,,,,,normal,,,ISR,False,,False,Small,,range_only_low_conf,40.0,,,,,,
632.0,Poland,Wojskowe Zaklady Lotnicze Nr 2(WZL 2)(Military Aviation Works No. 2),PGZ-19R,MR,"Based on E -310, SAR , Hybrid Heavy fuel /EL ",M,FW,V,T,H,WT,P,Catapult,ISR,180.0,,12.0,100.0,,90.0,240.0,20.0,,5.0,,5.4,2.8,0.7,companywebsit,,normal,0.2222222222222222,,ISR,False,240.0,False,Small,,derived_max_datalink_likely,1404.0,,,,,,
220.0,China (PR ),XiAn ASN Technology Group,ASN -102,SR,"RATO ,Parachute ",M,FW,V,T,H,WT,P,RATO,ISR,360.0,200.0,1.0,110.0,,92.0,10.0,10.0,,,,2.68,2.65,0.65,,,normal,0.108695652173913,,ISR,False,10.0,False,Small,200.0,derived_cruise_agrees,155.0,,,,,,
1264.0,USA,UAV Solutions,Phoenix FW240 ,CR, ,DP,FW,,,,WT,P,CTOL,ISR,,,8.0,21.0,,72.0,90.4,11.3,,,,6.1,3.2,,,,normal,0.1569444444444444,,ISR,False,90.4,False,Small,,range_only_low_conf,21.0,,,,,,
871.0,Thailand,Top Engineering Corporation,Falcon V (3m version ),SR,"Petrol version ,VTOL ",M,FW/RW,,,,,P,VTOL,ISR,130.0,,5.0,100.0,,22.0,25.0,5.0,,,,4.5,,,,,normal,0.2272727272727273,,ISR,True,25.0,False,Small,,derived_max_datalink_likely,422.5,,,,,,
602.0,Pakistan,Satuma Research,Nigraan ,MR,,M,FW,boom,R,H,Tboom,P,CTOL,ISR,80.0,,7.0,100.0,,40.0,,,,,,,,,,,normal,,,ISR,False,,False,Small,,derived_max_datalink_likely,364.0,,,,,,
697.0,Russian Fed .,"Transas (Kronshtadt ,acquired by Sistema Group)",Dozor -5,CR,,DP,FW,V,T,H,WT,P,CTOL,ISR,150.0,,10.0,,,95.0,150.0,15.0,,,,,,,,,normal,0.1578947368421053,,ISR,False,150.0,False,Small,,derived_max_estimated,975.0,,,,,,
696.0,Russian Fed .,"Transas (Kronshtadt ,acquired by Sistema Group)",Dozor -4,CR,3W 170TS two-stroke,DP,FW,boom,R,H,Tboom,P,CTOL,ISR,150.0,120.0,8.0,,,85.0,100.0,12.5,,,17.0,4.6,2.6,1.2,,,normal,0.1470588235294118,0.2,ISR,False,100.0,False,Small,960.0,derived_cruise,960.0,,,,,,
687.0,Russian Fed .,Ptero LLC,Ptero -G1 ,Mini,"35cc,P arach .+air cush ",M,FW,C,T,H,WT,P,Catapult,ISR,125.0,95.0,8.0,40.0,,20.0,40.0,5.0,,,,,,,,,normal,0.25,,ISR,False,40.0,False,Small,760.0,derived_cruise_datalink_likely,760.0,,,,,,
598.0,Pakistan,Satuma Research,HST Parwaz ,CR,"Trainer ,2-Stroke (120cc)",M,FW,boom,R,H,Tboom,P,CTOL,ISR,140.0,,1.5,,,40.0,7.5,5.0,,,,,,,,,normal,0.125,,ISR,False,7.5,False,Small,,derived_max_estimated,136.5,,,,,,
176.0,China (PR ),HiWING (CASIC ),HW -310,Mini,,DP,FW,boom,T,H,Tboom,P,CTOL,ISR,140.0,120.0,4.0,120.0,,85.0,60.0,15.0,,,,4.6,3.0,,,,normal,0.1764705882352941,,ISR,False,60.0,False,Small,480.0,derived_cruise_datalink_likely,480.0,,,,,,
394.0,Iran,Ghods Aviation Industries (Qods ),Mohajer -4,SR,,M,FW,H-boom,T,L,Tboom,P,Catapult,ISR,200.0,180.0,7.0,150.0,,143.5,115.5,16.5,,4.5,50.0,5.3,3.64,,puplished data,,normal,0.1149825783972125,0.3484320557491289,ISR,False,115.5,False,Small,,derived_max_datalink_likely,910.0,,,,,,NTNU:Qods Mohajer-4
559.0,Pakistan,Global Industrial &Defence Solutions,Huma 1,SR,"22HP2-Stroke, luncher, parachot recovery",M,FW,boom,R,H,Tboom,P,RATO,ISR,180.0,150.0,4.0,100.0,,130.0,80.0,20.0,,,22.0,4.2,2.1,0.5,,,normal,0.1538461538461539,0.1692307692307692,ISR,False,80.0,False,Small,600.0,derived_cruise_datalink_likely,600.0,,,,,,
1228.0,USA,Raytheon (ex Sensintel ;ex BAE Systems :ex Advanced Ceramics Research ),Cobra ,CR,"COA (2006), Piston (Desert Aircraft DA-150, 2-cylinder, 2-stroke)",RA,FW,,,,WT,P,CTOL,ISR,150.0,100.0,3.0,,,45.0,33.0,11.0,,,16.5,3.1,2.83,,,,normal,0.2444444444444444,0.3666666666666666,ISR,False,33.0,False,Small,300.0,derived_cruise,300.0,,,,,,
1045.0,USA,American Aerospace,AiRanger,CR,,DP,FW,,,,WT,P,Catapult,ISR,185.0,120.0,15.0,,,100.0,510.0,34.0,,,8.2,5.67,3.05,,,,normal,0.34,0.0819999999999999,ISR,False,510.0,False,Small,1800.0,derived_cruise,1800.0,,,,,,
1133.0,USA,Insitu (acquired by Boeing in 2008),Integrator Extended Range ,LALE," EFI; JP-5, JP-8 ,SATCOM ",DP,FW,,,,Tboom,P,Catapult,ISR,165.0,,27.0,3700.0,3700.0,79.0,621.0,23.0,,,,4.9,2.5,,,,normal,0.2911392405063291,,ISR,False,621.0,False,Small,,actual,3700.0,,,,,,
1137.0,USA,Insitu (acquired by Boeing in 2008),ScanEagle HFE mwir nighteagle,LALE,Heavy fuel (JP -5/JP -8),DP,FW,,,,WT,P,Catapult,ISR,148.0,111.0,20.0,100.0,,22.0,68.0,3.4,3.4,,,3.1,1.7,,,,normal,0.1545454545454545,,ISR,False,68.0,True,Small,2220.0,derived_cruise_datalink_likely,2220.0,,,,,,
539.0,Mexico,Hydra Technologies,S4 Ehecatl ,SR,Twin eng .(50cc ),DP,FW,H-boom,R,H,Tboom,P,CTOL,ISR,167.0,70.2,8.0,80.0,,54.5,72.0,9.0,,4.572,,3.7,,,company website,,normal,0.1651376146788991,,ISR,False,72.0,False,Small,,derived_max_datalink_likely,868.4,,,,,,NTNU:Hydra Technologies Ehecati S4
1034.0,USA,AeroVironment,T -20,MR,"190cc EFI gasoline engine, catapult-launched",DP,FW,,,,WT,P,Catapult,ISR,167.0,102.0,24.0,185.0,,102.0,544.8,22.7,,,,5.7,2.9,,,,normal,0.2225490196078431,,ISR,False,544.8,False,Small,2448.0,derived_cruise_datalink_likely,2448.0,,,,,,
984.0,Ukraine,UKRSPEC systems,PD-2,MRE,"Piston (100 cc, 4-stroke)",M,FW,,,,,P,CTOL,ISR,160.0,100.0,10.0,180.0,,45.0,110.0,11.0,,,,5.0,2.85,1.0,,,normal,0.2444444444444444,,ISR,False,110.0,False,Small,1000.0,derived_cruise_datalink_likely,1000.0,,,,,,
660.0,Russian Fed,Aerocon,Inspector -601,CR,,DP,FW,C,T,H,WT,P,CTOL,ISR,210.0,,6.0,,,120.0,120.0,20.0,,,,5.2,,,,,normal,0.1666666666666667,,ISR,False,120.0,False,Small,,derived_max_estimated,819.0,,,,,,
1013.0,USA,Aerovel Corporation,Flexrotor (Standard Blades ),LALE,"VTOL ,Tailsitter, 28cc 2-stroke piston engine, 2.2 rotor diameter",DP,FW,,,,,P,VTOL,ISR,140.0,85.0,14.0,120.0,,25.0,107.8,7.7,,5.5,,3.0,2.0,,,,normal,0.308,,ISR,False,107.8,False,Small,1190.0,derived_cruise_datalink_likely,1190.0,,,,,1.85,NTNU:Aerovel Flexrotor
1161.0,USA,Leonardo DRS (ex DRS Technologies ),RQ -15 Neptune ,SR,Amphibious ,M,FW,,,,Tboom,P,CTOL,ISR,166.0,120.0,4.0,75.0,,36.0,36.28,9.07,,,15.0,2.13,1.83,0.45,,,normal,0.2519444444444445,0.4166666666666667,ISR,False,36.28,False,Small,480.0,derived_cruise_datalink_likely,480.0,,,,,,
789.0,South Korea,Korean Aerospace Industries,Night Intruder 100N,SR,(D UAV ),M,FW,,,,,P,CTOL,ISR,210.0,150.0,6.0,100.0,,120.0,150.0,25.0,,,,5.9,3.9,1.2,,,normal,0.2083333333333333,,ISR,False,150.0,False,Small,900.0,derived_cruise_datalink_likely,900.0,,,,,,
1090.0,USA,Brock Tek,Havoc ,Mini,,DP,FW,,,,WT,P,CTOL,ISR,190.0,,18.0,200.0,,79.38,198.0,11.0,,,,4.87,2.59,,,,normal,0.1385739480977576,,ISR,False,198.0,False,Small,,derived_max_datalink_likely,2223.0,,,,,,
438.0,Israel,BlueBird Aero Systems,ThunderB ,Mini,"Petrol w /Cargo Capsules, vtol version exist ",M,FW,V,T,H,WT,P,Catapult,ISR,120.0,80.0,24.0,150.0,,32.0,96.0,4.0,,1.0,15.0,4.0,1.9,0.8,,,normal,0.125,0.46875,ISR,False,96.0,False,Small,1920.0,derived_cruise_datalink_likely,1920.0,,,,,,NTNU:BlueBird ThunderB
