Unnamed: 0,Country,Producer,System Designation ,SizeClass,Remarks ,OperationalRole,Airframe,TailConfig,WingForm,WingConfig,BodyConfig,EngineType,LaunchMethod,Mission,MaxSpeed_kmh,CruiseSpeed_kmh,Endurance_h,Range_km,ActualRange_km,MTOW_kg,PayloadEnduranceProduct_kgh,Payload_kg,AnchorPayload_kg,Ceiling_km,EngPower_hp,Wingspan_m,Length_m,Height_m,sources,Unnamed: 30,EnduranceFlag,PayloadFraction,PowerLoading_hp_per_kg,MissionTags,IsConfigVariant,PayloadEnduranceProduct_kgh_derived,HasAnchorPayload,SizeClassStd,DerivedRange_km,RangeKind,BestRange_km,StallSpeed_kmh,Airfoil,AspectRatio_NTNU,Chord_est_m_NTNU,PropDiameter_m,NTNU_ref
1050.0,USA,Anduril,Altius -500,CR,"CL (Sonobuoy ),Ex ",M,FW,,,,WT,E,Tube,LM,,,2.0,160.0,160.0,6.8,,,,,,,,,,,normal,,,LM,False,,False,Mini,,actual,160.0,,,,,,
473.0,Israel,IAI -MBT Division,Mini Harop,SR,"RATO ,OFF ,CL , EL",M,FW,inv-V,T,H,WT,E,RATO,LM,200.0,,1.5,50.0,,12.0,4.5,3.0,,,,,,,,,normal,0.25,,LM,False,4.5,False,Mini,,derived_max_datalink_likely,195.0,,,,,,
711.0,Russian Fed .,Zala Aero Group (Kalachnikov ),KUB (Cube),Mini,"EL ,OFF , catapult ",M,FW,tail-less,swept,,FW,E,Catapult,LM,130.0,80.0,0.5,40.0,40.0,5.9,1.5,3.0,,,,1.21,0.95,0.165,,,normal,0.5084745762711864,,LM,False,1.5,False,Mini,40.0,actual,40.0,,,,,,
721.0,Russian Fed .,Zala Aero Group (Kalachnikov ),Z-51-E,Mini,"EL, off",M,FW,cruciform,R,cruciform,WT,E,Catapult,LM,80.0,,0.67,50.0,,12.0,3.35,5.0,,,,,,,data sheet,,normal,0.4166666666666667,,LM,False,3.35,False,Mini,,range_supports_ferry,50.0,,,,,,
613.0,Poland,WB,Warmate R ,Micro,"EL ,OFF , Loitering",M,FW,V,T,H,WT,E,Catapult,LM,,,1.333,15.0,,5.2,,,,,,,,,,,normal,,,LM,False,,False,Mini,,range_only_low_conf,15.0,,,,,,
137.0,China (PR ),CASC -China Academy of Aerospace Electronics Technology (CAAET )(for SF Express ),FH901A,UCAV,"loitering munition, barrel luncher, tund wing",M,FW,dual-tail,R,TW,WT,E,Tube,LM,288.0,150.0,1.0,15.0,,3.5,0.5,0.5,,,,,,,,,normal,0.1428571428571428,,LM,False,0.5,False,Mini,150.0,derived_cruise_datalink_likely,150.0,,,,,,
491.0,Israel,UVision,Hero 70,Mini,"EL ,CL ,Ex ,OFF , Loitering Munition, four fixed-planar wings",M,FW,cruciform,R,cruciform,WT,E,Tube,LM,133.0,,0.75,40.0,,7.0,0.8999999999999999,1.2,,,,,,,datasheet,,normal,0.1714285714285714,,LM,False,0.8999999999999999,False,Mini,,derived_max_or_range,64.8375,,,,,,
901.0,UAE,EDGE Advanced Concept,HUNTER N,Mini,,M,FW,,,,,E,Tube,LM,,140.0,0.2,30.0,30.0,8.0,0.2,1.0,,,,1.9,1.3,,,,normal,0.125,,LM,False,0.2,False,Mini,28.0,actual,30.0,,,,,,
1032.0,USA,AeroVironment,Switchblade 300,Micro,"EL ,EX ,CL ,OFF ",M,FW,,,,WT,E,Tube,LM,160.0,113.0,0.66,40.0,,1.68,,,,,,0.686,0.495,,,,normal,,,LM,False,,False,Nano/Micro,74.58,derived_cruise_agrees,57.29,,,,,,
489.0,Israel,UVision,Hero 20,Micro,"EL ,CL ,Ex ,OFF , Loitering Munition, four fixed-planar wings",M,FW,cruciform,R,cruciform,WT,E,Tube,LM,,,0.333,10.0,,1.8,0.0666,0.2,,0.3,,,,,datasheet,,normal,0.1111111111111111,,LM,False,0.0666,False,Nano/Micro,,range_only_low_conf,10.0,,,,,,
496.0,Israel,UVision,Hero 400EC,MR,"Lnchr /CL ,Ex ,OFF , Loitering Munition, four fixed-planar wings",M,FW,cruciform,R,cruciform,WT,E,Tube,LM,,,2.0,150.0,,40.0,20.0,10.0,,,,,,,datasheet,,normal,0.25,,LM,False,20.0,False,Small,,range_only_low_conf,150.0,,,,,,
904.0,UAE,EDGE Advanced Concept,HUNTER AR,CR,,M,FW,,,,,E,AirLaunched,LM,,108.0,0.5,50.0,50.0,25.0,5.0,10.0,,,,2.6,1.8,,,,normal,0.4,,LM,False,5.0,False,Small,54.0,actual,50.0,,,,,,
886.0,Turkey,STM  and ROKETSAN,ALPAGUT,Mini,"EL ,CL ,OFF , Integrated Air Platforms",M,FW,,,,,E,Catapult,LM,,126.0,1.0,60.0,,55.0,11.0,11.0,,,,3.0,2.6,,,,normal,0.2,,LM,False,11.0,False,Small,126.0,derived_cruise_datalink_likely,126.0,,,,,,
1052.0,USA,Anduril,Altius -601,SR,Tube or Air launched ,M,FW,,,,WT,E,AirLaunched,LM,,,2.0,500.0,500.0,29.5,19.0,9.5,,,,,,,,,normal,0.3220338983050847,,LM,False,19.0,False,Small,,actual,500.0,,,,,,
493.0,Israel,UIVision,Hero 120,Mini,"EL ,CL ,Ex ,OFF , Loitering Munition, four fixed-planar wings",M,FW,cruciform,R,cruciform,WT,E,Tube,LM,,,0.9,40.0,,22.5,4.05,4.5,,0.9,,,,,datasheet,,normal,0.2,,LM,False,4.05,False,Small,,range_only_low_conf,40.0,,,,,,
1229.0,USA,Raytheon (ex Sensintel ;ex BAE Systems :ex Advanced Ceramics Research ),SilentEyes ,Mini,"canister magazine, 18 km (based on 11:1 glide ratio from release altitude)",M,FW,,,,WT,G,AirLaunched,LM,175.0,,0.5,18.0,,4.5,,,,,,0.55,,,,,normal,,,LM,False,,False,Mini,,derived_max_or_range,56.875,,,,,,
1053.0,USA,Anduril,Altius -900,MR,Compressed carriage ,M,FW,,,,WT,H,AirLaunched,LM,,,15.0,1000.0,1000.0,36.29,,,,,,6.1,,,,,normal,,,LM,False,,False,Small,,actual,1000.0,,,,,,
1286.0,Yemen,Military Industries Division of the Armed Forces of Yemen,"khatif 1, 2",CR,"OFF, 2 X-shaped tail fin, 1 v shaped tial",M,FW,,,,WT,P,Catapult,LM,,,,50.0,50.0,,,,,,,1.0,1.6,,,,normal,,,LM,False,,False,,,actual,50.0,,,,,,
416.0,Iran,Defense Industries Organization (DIO),Arash 1 (Kian 1),,"suicide, anti-radar, delta wing",M,FW,tail-less,d,M,WT,P,RATO,LM,,350.0,,,,,,30.0,,,,2.0,,,puplished data,,normal,,,LM,False,,False,,,none,,,,,,,
1284.0,Yemen,Military Industries Division of the Armed Forces of Yemen,Sammad-3 (Invisible -3),MRE,"Petrol ,OFF , Piston (3W110i B2 or DLE-170)	",M,FW,,,,WT,P,Skid,LM,,,5.0,1600.0,1600.0,,200.0,40.0,,,11.8,5.0,3.0,0.5,,,normal,,,LM,False,200.0,False,,,actual,1600.0,,,,,,
1280.0,Yemen,Military Industries Division of the Armed Forces of Yemen,Qasef-1 ,CR,canard config,M,FW,,,,WT,P,Catapult,LM,200.0,,2.0,150.0,150.0,,60.0,30.0,,,,3.2,2.5,,,,normal,,,LM,False,60.0,False,,,actual,150.0,,,,,,
1281.0,Yemen,Military Industries Division of the Armed Forces of Yemen,Qasef-2k (Striker -2k),CR,"Modified 'Ababil  ,Lotering mintion,  canard config",M,FW,,,,WT,P,Catapult,LM,250.0,,1.6,200.0,200.0,,48.0,30.0,,,,2.2,1.2,,,,normal,,,LM,False,48.0,False,,,actual,200.0,,,,,,
1328.0,Ukraine,Culver Aerospace + GLEFA,SICHEN (СІЧЕНЬ),Small,"Long-endurance 40 kg payload variant of Behemoth (Бегемот). Same airframe, MTOW, dimensions, speeds and ceiling. Range extended to 1,400 km by reducing payload to 40 kg. Comms: Starlink. Autonomous/semi-auto/FPV control. Tandem warhead options same as Behemoth.",M,FW,winglets,d,,WT,P,,LM,200.0,175.0,,1400.0,1400.0,150.0,,40.0,40.0,1.5,,2.28,2.2,0.5,,,normal,,,,True,,True,,,,,,,,,,
1296.0,Turkey,Baykar,K2 Kamikaze,MALE,"Long-range kamikaze UAV / deep-strike LM with swarm capability. Payload 200+ kg. ICE piston 100 hp. Operational altitude 2,438 m, ceiling 3,048 m. LOS 100+ km, BLOS optional. Autonomous runway/short-strip takeoff and landing. AI-supported nav/targeting/engagement/swarm. GNSS-denied capable. TB2/TB3/AKINCI datalink compatible. | 100 hp piston, rear pusher. Operational altitude 2,438 m, service ceiling 3,048 m. LOS 100+ km, BLOS optional. TB2/TB3/AKINCI datalink compatible. AI-supported nav/targeting/swarm. GNSS-denied tolerant via terrain/visual scanning. Autonomous takeoff/landing.",Long-range loitering munition (swarm-enabled),FW,tail-less,swept,canard,WT,P,CTOL,LM,204.0,130.0,13.0,100.0,2000.0,800.0,2600.0,200.0,,3.048,100.0,10.0,5.1,2.1,Baykar official specs,,normal,0.25,0.125,LM,False,2600.0,False,MALE,1690.0,actual,2000.0,,,,,,
1299.0,Russia,Alabuga / Yelabuga network,Gerbera,Small,"Multifunctional UAV: decoy / ISR / LM / EW / mothership. MTOW range 10-18 kg (using 14 kg midpoint). Warhead 5-10 kg (using 7.5 kg). Piston 5-7 hp. Altitude 50-3,000 m. Operational range 300-600 km (using 450 km midpoint). Elastic/pneumatic catapult. GPS/GLONASS + INS; mesh-network/repeater support. GNSS-independent not confirmed. | Russian production, Alabuga/Yelabuga-linked. 7 hp piston, rear pusher. Single vertical rudder, no horizontal tailplane. GPS/GLONASS + INS, mesh-network/repeater support. GNSS-supported (GNSS-independent not confirmed). Altitude band 50-3000 m. Elastic/pneumatic catapult.",Loitering munition,FW,tail-less,d,M,WT,P,Catapult,LM,160.0,160.0,,500.0,500.0,18.0,,5.0,,3.0,7.0,2.5,2.0,,open reporting; image brochure,,normal,0.5357142857142857,0.4285714285714285,LM,False,,False,Mini,,actual,500.0,,,,,,
1295.0,Poland,ITWL,PLargonia,Small,"LM / long-range OWA UAV; also AT training-target version. 16 kg warhead. Engine: 3W-342i B4 TS, 32 hp. Mobile ground launcher / catapult. Endurance, ceiling, comm range, guidance, GNSS dependence not disclosed. | Engine: 3W-342i B4 TS, 32 hp. Rear pusher prop. Mobile ground launcher / catapult.",Loitering munition,FW,tail-less,d,M,BW,P,Catapult,LM,,185.0,,900.0,900.0,85.0,,18.0,,,32.0,2.2,2.6,,ITWL Polish AF Institute of Technology brochure,,normal,0.1882352941176471,0.3764705882352941,LM,False,,False,Small,,actual,900.0,,,,,,
470.0,Israel,IAI -MBT Division,Harpy ,MR,"RATO ,OFF ,CL , 1 × UEL AR731 Wankel rotary engine, 28 kW (38 hp)",M,FW,dual-tail,d,M,WT,P,RATO,LM,185.0,,3.0,400.0,,120.0,96.0,32.0,,4.5,38.0,2.1,2.7,0.36,,,normal,0.2666666666666667,0.3166666666666667,LM,False,96.0,False,Small,,range_supports_ferry,400.0,,,,,,
250.0,Estonia,Thread Systems,Stream C LM ,MR,,M,FW,cruciform,T,M,WT,P,Catapult,LM,130.0,80.0,,,,38.0,,,,,,3.9,2.3,,,,normal,,,LM,False,,False,Small,,none,,,,,,,
568.0,Pakistan,Global Industrial &Defence Solutions,BLAZE 75,SR,,M,FW,cruciform,R,H,WT,P,,LM,,70.0,6.0,400.0,400.0,75.0,150.0,25.0,,,,,,,company website,,normal,0.3333333333333333,,LM,False,150.0,False,Small,420.0,actual,400.0,,,,,,
497.0,Israel,UVision,Hero 900,MR,"Lnchr /CL ,Ex ,OFF , Loitering Munition, four fixed-planar wings",M,FW,cruciform,R,cruciform,WT,P,Tube,LM,,,6.0,150.0,,110.0,180.0,30.0,,,,,,,datasheet,,normal,0.2727272727272727,,LM,False,180.0,False,Small,,range_only_low_conf,150.0,,,,,,
747.0,Serbia,SDPR JP,Gavran 145 RAVEN GM TSCWH,Mini,launch with solid rocket booster,M,FW,cruciform,R,H,WT,P,RATO,LM,150.0,,3.0,150.0,,36.0,45.0,15.0,,,10.0,2.4,2.2,0.4,datasheet,,normal,0.4166666666666667,0.2777777777777778,LM,False,45.0,False,Small,,derived_max_or_range,292.5,,,,,,
1297.0,Turkey,Baykar,Sivrisinek UM (Mosquito),Small,"LM / long-range precision strike. UM = base variant. ICE piston, rear pusher. Operational altitude 4,000 ft, ceiling 10,000 ft. Fire-and-forget comm 10+ km. AI-supported visual nav, auto target detection/strike, swarm target sharing. Designed for GNSS-denied/jammed conditions. | ICE piston, rear pusher. Operational altitude 4,000 ft. AI-supported visual nav, ATR/strike, swarm sharing. GNSS-denied tolerant via AI visual nav.",Loitering munition,FW,C,R,H,WT,P,CTOL,LM,120.0,120.0,9.0,10.0,,76.0,180.0,20.0,,1.219,,3.2,3.8,,Baykar specs / secondary reporting,,normal,0.2631578947368421,,LM,False,180.0,False,Small,1080.0,derived_cruise_datalink_likely,1080.0,,,,,,
414.0,Iran,Shahed Aviation Industries Research Center,Shahed-131,MR,"Loitering munition, delta wing, serat 1 rotary wankel engine, reverse-eng AR 731",M,FW,winglets,d,M,WT,P,RATO,LM,,,6.0,900.0,900.0,135.0,120.0,20.0,,,38.0,2.2,2.6,,puplished data,,normal,0.1481481481481481,0.2814814814814815,LM,False,120.0,False,Small,,actual,900.0,,,,,,
422.0,Iran,,Sammad-3,,,M,FW,V,T,H,WT,P,Skid,LM,,,5.0,1600.0,1600.0,120.0,200.0,40.0,40.0,,,5.0,3.0,0.5,,,normal,0.3333333333333333,,LM,False,200.0,True,Small,,actual,1600.0,,,,,,
469.0,Israel,IAI -MBT Division,Harop (Harpy -2),MR,"RATO ,OFF ,CL ",M,FW,dual-tail,d,canard,WT,P,RATO,LM,185.0,150.0,9.0,100.0,,135.0,225.0,25.0,,4.5,,3.0,2.5,0.4,,,normal,0.1851851851851852,,LM,False,225.0,False,Small,1350.0,derived_cruise_datalink_likely,1350.0,,,,,,
398.0,Iran,Iran Aircraft Manufacturing Industries (HESA ),Ababil -II,MR,"loitering munition W3 or MD series with 20-30 hp, Qasef-1",M,FW,tail-less,swept,canard,WT,P,Catapult,LM,370.0,250.0,2.0,100.0,,128.0,80.0,40.0,,,30.0,3.25,2.88,0.91,puplished data,,normal,0.3125,0.234375,LM,False,80.0,False,Small,500.0,derived_cruise_datalink_likely,500.0,,,,,,
995.0,Ukraine,Terminal Autonomy,AQ 400 Scythe,MRE,"plywood, tendum wing",M,FW,,,,,P,CTOL,LM,200.0,144.0,6.5,750.0,750.0,100.0,279.5,43.0,,,,3.2,,,,,normal,0.43,,LM,False,279.5,False,Small,936.0,actual,750.0,,,,,,
567.0,Pakistan,Global Industrial &Defence Solutions,BLAZE 50,CR,,M,FW,cruciform,R,cruciform,WT,P,,LM,,100.0,1.5,150.0,150.0,50.0,22.5,15.0,,,,,,,company website,,normal,0.3,,LM,False,22.5,False,Small,150.0,actual,150.0,,,,,,
1302.0,China (PR),ZTK Drones,ZTK150 / T-150,Tactical,Hong Kong-linked manufacturer (ZTK Drones UAV). Delta wing with forward canards. Vertical wingtip fins. Rear pusher engine/propeller. Rocket-assisted (RATO) launch. Claimed max launch weight 150 kg.,Loitering munition,FW,tail-less,d,canard,FW,P,RATO,LM,,165.0,10.0,,,150.0,500.0,50.0,,3.0,,,,,,,normal,,,,False,,False,Tactical,1650.0,derived_cruise,1650.0,,,,,,
964.0,Ukraine,Antonov (UkrOboronProm ),AN-196 Liutyi,MR,"Piston engine (Hirth F-23, 50 HP)",M,FW,,,,,P,CTOL,LM,160.0,,8.0,800.0,,250.0,400.0,50.0,,,50.0,6.7,4.4,,,,normal,0.2,0.2,LM,False,400.0,False,Tactical,,derived_max_or_range,832.0,,,,,,
1308.0,China,,Aero Y-200,Tactical,"560 cc engine efi, fuel quantity 97 liter | v0.8.22: Ceiling_km nulled (was 2,000 — implausible, likely unit error).",,FW,winglets,d,M,WT,P,RATO,LM,240.0,170.0,14.0,50.0,2200.0,200.0,700.0,50.0,50.0,,53.0,2.85,2.6,0.6,testing,,normal,0.25,0.265,LM,False,700.0,True,Tactical,2380.0,actual,2200.0,,,,,,
993.0,Ukraine,UkrJet,UJ-26 Beaver UAV,MRE,Piston engine,M,FW,,,,,P,CTOL,LM,200.0,120.0,7.0,800.0,800.0,150.0,140.0,20.0,,,,3.5,2.5,,,,normal,0.1333333333333333,,LM,False,140.0,False,Tactical,840.0,actual,800.0,,,,,,
940.0,UK,LM Consortium :-Blue Bear -Cranfield Aerospace -Cranfield Uni -Lockheed Martin Insys -MBDA -QinetiQ -thales,Fire Shadow ,MR,"OFF ,  launcher with rocket-assisted ",M,FW,,,,,P,Catapult,LM,,,10.0,100.0,,200.0,,,,,,,,,,,normal,,,LM,False,,False,Tactical,,range_only_low_conf,100.0,,,,,,
1325.0,France,MBDA (with Aviation Design),Durandal (One Way Effector),Tactical,"ONE WAY EFFECTOR / OWE programme. DGA contract signed 2026-01-22; deliveries mid-2027. Turbojet jet-powered LM. Winglets present. 40 kg blast/fragmentation warhead. Ground-launched in salvos: 4 launches in 15 min. Stated production capacity up to 1,000 units/month via non-traditional industrial partners (auto sector). GNSS-denied tolerant; teleoperated munition (control-link not disclosed). Autonomous on-coordinate strike. Targets: fixed-coordinate including hostile air defences (saturation strike).",M,FW,tail-less,swept,,WT,Turbojet,Catapult,LM,400.0,400.0,,500.0,500.0,120.0,,40.0,40.0,4.5,,3.9,2.5,,,,normal,,,,False,,True,,,,,,,,,,
703.0,Russian Fed .,Tupolev,Tu -300 Korshun ,LADP,jet engin,M,FW,tail-less,d,L,WT,Turbojet,RATO,LM,950.0,,1.0,,,4000.0,1000.0,1000.0,,,,,,,,,normal,0.25,,LM,False,1000.0,False,HALE,,derived_max_estimated,617.5,,,,,,
748.0,Serbia,SDPR JP,Gavran 145 RAVEN TM,Mini,"launch with solid rocket booster, Turbo jet 40 daN",M,FW,cruciform,R,H,WT,Turbojet,RATO,LM,500.0,,0.16,50.0,,36.0,2.4,15.0,,,,2.4,2.2,0.4,datasheet,,normal,0.4166666666666667,,LM,False,2.4,False,Small,,derived_max_or_range,52.0,,,,,,
1217.0,USA,Northrop Grumman,Lumberjack,MR,,M,FW,,,,WT,Turbojet,AirLaunched,LM,550.0,,,,,132.0,,,,,,,,,,,normal,,,LM,False,,False,Small,,none,,,,,,,
915.0,UAE,EDGE Adasi,SHADOW 25,CR,,M,FW,,,,,Turbojet,Tube,LM,,400.0,1.0,100.0,,103.0,25.0,25.0,,,,2.15,2.25,,,,normal,0.2427184466019418,,LM,False,25.0,False,Small,400.0,derived_cruise_datalink_likely,400.0,,,,,,
415.0,Iran,Shahed Aviation Industries Research Center,Shahed-238,,,M,FW,winglets,d,M,WT,Turbojet,RATO,LM,,520.0,2.0,,,380.0,,,,,,,,,,,normal,,,LM,False,,False,Tactical,1040.0,derived_cruise,1040.0,,,,,,
1057.0,USA,"Aurora Flight Sciences (Boeing ,2017)(for Uber )",PAV (Personal Air Vehicle ),PT,"EL ,Full -scale ,2-Seat ",DP,FW/RW,,,,,,,Passengers,180.0,,,,,800.0,,225.0,,,,,,,,,normal,0.28125,,Passengers;cargo,False,,False,MALE,,none,,,,,,,
1192.0,USA,Moller International,Skycar 400,PT,"Ethanol ,4-Seat ",CC,FW/TR,,,,,,,Passengers,532.0,,5.9,1295.0,1295.0,1088.0,1923.4,326.0,,,,,,,,,normal,0.2996323529411765,,Passengers;cargo,False,1923.4,False,MALE,,actual,1295.0,,,,,,
1056.0,USA,"Aurora Flight Sciences (Boeing ,2017)(for Uber )",eVTOL Aircraft ,PT,"EL ,8+1 Rotors ,Scale 1:4",DP,FW/RW,,,,,,,R&D,90.0,,,,,12.5,,,,,,,,,,,normal,,,Passengers;cargo,False,,False,Mini,,none,,,,,,,
1191.0,USA,Moller International,Skycar 200,PT,"Ethanol ,2-Seat ,Folding wings ",CC,FW,,,,,,,Passengers,389.0,,3.7,698.0,698.0,598.74,671.328,181.44,,,,,,,,,normal,0.3030363763904199,,Passengers;cargo,False,671.328,False,Tactical,,actual,698.0,,,,,,
1245.0,USA,Skylys Aircraft,Airspeeder AO ,PT,"EL ,VTOL ,3-Seat ",CC,FW,,,,,,,Passengers,240.0,,0.75,150.0,,540.0,,,,,,,,,,,normal,,,Passengers;cargo,False,,False,Tactical,,range_supports_ferry,150.0,,,,,,
323.0,Germany,Lilium Aviation,Lilium Jet,PT,"EL ,2-Seat ,	36 electric ducted fans, 2,000 hp tota",CC,FW/TR,tail-less,T,canard,WT,DF,VTOL,Passengers,300.0,250.0,1.0,300.0,300.0,3157.0,,,,,2000.0,13.9,8.5,,company website,,normal,,0.6335128286347799,Passengers;cargo,False,,False,HALE,250.0,actual,300.0,,,,,,
1072.0,USA,Bell (ex Bell Helicopter )(Textron )(for Uber ),Nexus 6HX,PT,"EL ,6-Rotor ,5-Seat , Ducted Fans",CC,FW/RW,,,,WT,DF,VTOL,Passengers,288.0,,,241.0,,2720.0,,,,,,12.2,,,,,normal,,,Passengers;cargo,False,,False,HALE,,range_only_low_conf,241.0,,,,,,
1071.0,USA,Bell (ex Bell Helicopter )(Textron )(for Uber ),Nexus 4EX,PT,"EL 4-Rotor ,5-Seat , Ducted Fans",CC,FW/RW,,,,WT,DF,VTOL,R&D,241.0,,,97.0,,3.175,,,,,,12.2,,,,,normal,,,Passengers;cargo,False,,False,Mini,,range_only_low_conf,97.0,,,,,,
1152.0,USA,Kitty Hawk,Heaviside ,PT,"EL VTOL ,8-Rotor 1-Seat ",CC,FW/TR,,,,WT,E,VTOL,Passengers,290.0,,,161.0,,,,100.0,,,,,,,,,normal,,,Passengers;cargo,False,,False,,,range_only_low_conf,161.0,,,,,,
389.0,International,"Hanwha Systems ,South Korea &Overair ,USA (Karem Aircraft ,Uber Elevate partner )",Butterfly ,PT,"EL ,VTOL 4-Rotor ,5-Seat ",CC,FW/TR,V,T,H,WT,E,VTOL,Passengers,240.0,,,100.0,,,,500.0,,,,,,,website,,normal,,,Passengers;cargo,False,,False,,,range_only_low_conf,100.0,,,,,,
1275.0,USA,Wisk (joint venture Kitty Hawk &Boeing ),Cora Gen6,PT,"EL ,4-Seat ,12- tilt Rotor ",CC,FW/TR,,,,WT,E,VTOL,Passengers,,222.0,0.75,144.0,144.0,,270.0,360.0,,,,15.0,,,,,normal,,,Passengers;cargo,False,270.0,False,,166.5,actual,144.0,,,,,,
1151.0,USA,Joby Aviation,Joby Aircraft ,PT,"EL .6-Rotor ,4-Seat ",CC,FW/TR,,,,WT,E,VTOL,Passengers,322.0,,1.25,241.0,,2177.0,567.5,454.0,,,,11.6,6.4,,,,normal,0.2085438677078549,,Passengers;cargo,False,567.5,False,HALE,,derived_max_or_range,261.625,,,,,,
1075.0,USA,Beta Technology,ALIA CX300,PT,"EL , 5 Passengers , H500A Electric Motor,",CC,FW,,,,WT,E,CTOL,Passengers,,,,622.0,,3175.0,,,,,,15.24,,,,,normal,,,Passengers;cargo,False,,False,HALE,,range_only_low_conf,622.0,,,,,,
163.0,China (PR ),Ehang (see above ),VT30 ,PT,"EL , 4x Dual rotor +1pusher ",CC,FW/RW,inv-V,T,L,Tboom,E,VTOL,Passengers,200.0,,1.666,300.0,,700.0,,,,,,,,,,,normal,,,Passengers;cargo,False,,False,MALE,,range_supports_ferry,300.0,,,,,,
1000.0,USA,"A3 (by Airbus ,France )",Alpha One ,PT,"Vahana Projet prototype, 8 × 60 hp (45 kW) electric motors",CC,TW,,,,WT,E,VTOL,Passengers,,200.0,,50.0,,815.0,,90.0,,,480.0,6.25,5.7,2.8,,,normal,0.1104294478527607,0.588957055214724,Passengers;cargo,False,,False,MALE,,range_only_low_conf,50.0,,,,,,
783.0,South Korea,Korea Aerospace Research Institute,OPPAV 44% scale,PT,"EL ,VTOL ,OPA , 8 motor, tilt",CC,FW/RW,C,T,H,WT,E,VTOL,R&D,125.0,110.0,0.5,50.0,50.0,46.0,,,,,,3.1,,,,,normal,,,Passengers;cargo,False,,False,Small,55.0,actual,50.0,,,,,,
923.0,UK,Aston Martin & Cranfield Aerospace Solutions & Cranfield University,Volante Vision Concept ,PT,"Hybrid EL ,3x Dual Rotor ,3-Seat ",CC,FW/TR,,,,,H,,Passengers,,,,,,,,,,,,,,,,,normal,,,Passengers;cargo,False,,False,,,none,,,,,,,
1041.0,USA,AirspaceX (ASX ),MOB 2025,PT,"EL ,4-Seat +100kg(Cargo /MEDEVAC ), tilt-wing design",CC,TW,,,,WT,H,VTOL,Passengers,,240.0,,114.0,,,,200.0,,,,12.0,9.0,3.0,,,normal,,,Passengers;cargo,False,,False,,,range_only_low_conf,114.0,,,,,,
1270.0,USA,XTI Aircraft Company,Trifan 600,PT,"Hybrid turboshaft /EL ,6-Seat 3ducted fans ",CC,FW/RW,,,,WT,H,VTOL,Passengers,555.0,500.0,,2222.0,,2400.0,,1090.0,,,,13.7,14.8,,,,normal,0.4541666666666667,,Passengers;cargo,False,,False,HALE,,range_only_low_conf,2222.0,,,,,,
844.0,Switzerland,Dufour Aerospace,Aero 2,PT,tilt rotor 4 (wing tilt),CC,TW,,,,,H,VTOL,Passengers,170.0,,3.0,400.0,400.0,208.0,120.0,40.0,,,,6.0,,,,,normal,0.1923076923076923,,Passengers;cargo,False,120.0,False,Tactical,,actual,400.0,,,,,,
1149.0,USA,Jetoptera,J -4000,PT,"Distrib .Prop ,4-Seat ",CC,FW,,boxW,,WT,Turbojet,VTOL,Passengers,321.0,,,630.0,,,,362.87,,,,,,,,,normal,,,Passengers;cargo,False,,False,,,range_only_low_conf,630.0,,,,,,
1147.0,USA,Jetoptera,J -2000,PT,"Distrib .Prop ,2-Seat ",CC,FW,,boxW,,WT,Turbojet,CTOL,Passengers,321.0,,,560.0,,907.17,,181.0,,,,,,,,,normal,0.1995215891178059,,Passengers;cargo,False,,False,MALE,,range_only_low_conf,560.0,,,,,,
1093.0,USA,DARPA,Vulture ,HALE,Feasability study ,DV,FW,,,,,E,CartAssisted,R&D,,,43800.0,,,,19710000.0,450.0,,,,122.0,,,,,high-suspect,,,RD,False,19710000.0,False,Suspect,,none,,,,,,,
927.0,UK,BAE Systems,Herti -1B,MRE,,DV,FW,,,,,P,CTOL,R&D,,,20.0,1000.0,,750.0,3000.0,150.0,,,,,,,,,normal,0.2,,RD,False,3000.0,False,MALE,,range_only_low_conf,1000.0,,,,,,
921.0,UK,Airbus Defence & Space,Zephyr S ,HALE,,CC,FW,,,,,S,Hand,R&D,,,624.0,,,75.0,3120.0,5.0,,,,25.0,,,,,high-solar-ok,0.0666666666666666,,RD,False,3120.0,False,HAPS,,none,,,,,,,
922.0,UK,Airbus Defence & Space,Zephyr T,HALE,Availability :2020,CC,FW,,,,,S,,R&D,,,1000.0,,,140.0,20000.0,20.0,,,,32.0,,,,,high-solar-ok,0.1428571428571428,,RD,False,20000.0,False,HAPS,,none,,,,,,,
1214.0,USA,Northrop Grumman,X -47A Pegasus ,UCAV,"14.2 kN (3,190 lbf)",DV,FW,,,,FW,Turbofan,CTOL,R&D,900.0,,6.0,2800.0,2800.0,2678.0,,,,,,8.5,8.5,1.86,,,normal,,,RD,False,,False,HALE,,actual,2800.0,,,,,,
1088.0,USA,Boeing Company,X -48B,CR,"Turbofan (3 × JetCat P200) , experimental , blinded wing body bwb",RA,FW,,,,BW,Turbofan,CTOL,R&D,220.0,,0.67,,,227.0,,,,,,6.4,6.1,,,,normal,,,RD,False,,False,Tactical,,derived_max_estimated,95.81,,,,,,
929.0,UK,BAE Systems,Kestrel ,SR,Twin jet ,DV,FW,,,,,Turbojet,,R&D,,,,,,140.0,,,,,,5.5,,,,,normal,,,RD,False,,False,Small,,none,,,,,,,
